# RESULTS_SECTOR_DRYRUN — 건별 측정값 (기계 생성 · 🔬 탐색 표기 · 판정 아님)
# 주 판정 갈래 N=3 · SEC-M1 · DB 스냅샷 2026-09-02 · 시드 20260815 · post1~5 «만»
# 1. 🔴 **「라이브 채택 금지 · 성과·엣지 추정 금지」** — 이 문서가 만드는 어떤 섹터 지표도 라이브 전략·파라미터 변경의 근거가 아니다(`PREREG_SECTOR_COMOVE.md` §0-1 · `PREREG.md` §0). 산출물은 **기록**이지 전략 후보가 아니다.
# 2. 🔴 **「+15%」 문턱이 이 축 «안»에 남아 있다** — `n_up`(대조 풀)과 `SEC-M2` 가 `고가 ≥ 전일종가 × 1.15` 를 쓴다(`run_regday_post5.py:13`·`:327` 승계 · §2-2). **`SEL-S1` 기각은 그대로 유지된다** — 이 값은 «판정 문턱»이 아니라 «대조 풀·측정자 입력»이고, **등록일 당일 저자 종목에 걸지 않는다**(동료에게만 건다).
# 3. 🔴 **`SEC-P1` 불성립을 「테마가 아니다」로 읽지 않는다** — 거짓 음성이 구조적이다(에코프로 4종목이 KSIC 에서 «세 칸»으로 흩어진다 · §0-2 · §9). 성립도 「섹터 동반성이 존재한다」까지이며 「테마로 고른다」의 확증이 아니다.
# 4. 🔴 **`SEC-N1` 은 «`SEC-B1` 없이는» 증거가 아니다** — 저자 종목은 정의상 급등주이고, 급등주가 섹터 동반성이 높다면 `SEC-N1` 은 그 사실만 되비춘다(= `REG-M4` 재진술). **정보는 `SEC-B1`·`SEC-B2` 에 있다**(§4-1).
# 5. 🔬 **여기 있는 값은 전부 «탐색적 표기»다**(`SEC-O1` · §4-5) — post1~5 값은 **판정 분모에 넣지 않는다.** 판정은 post6 부터 누적한다. 그리고 이 축의 최대치는 **「기술」**이다(승/패 대조 2회 연속 미실시 · §0-2 ③).
# 6. 🔴 **이 실행은 «훈련»이 아니라 «배선 점검»이다**(§0-4 4번) — 규칙 «선택»이 없다. 잣대(`SEC-D1`·`D2`)는 이 실행 «전»에 동결됐다(§0-6 · 2026-09-02).
#
post	item	name	code	reg	N	measure	sector	peers	G	sec_rank	raw	pct	reason
4	1	이노테크	469610	2026-08-13	2	SEC-M2	29	211	60	5	4.00000000	91.525424	
4	2	한켐	457370	2026-08-12	2	SEC-M2	20	166	60	0	14.00000000	100.000000	
4	3	금호건설	002990	2026-08-12	2	SEC-M2	41	38	60	11	3.00000000	81.355932	
4	4	지투파워	388050	2026-08-13	2	SEC-M2	28	85	60	1	10.00000000	98.305085	
4	5	PS일렉트로닉스	332570	2026-08-13	2	SEC-M2	26	288	60	1	11.00000000	98.305085	
4	6	코데즈컴바인	047770	2026-08-19	2	SEC-M2	14	30	60	6	3.00000000	89.830508	
5	1	혜인	003010	2026-08-11	2	SEC-M2	46	114	60	7	4.00000000	88.135593	
5	2	한국화장품제조	003350	2026-08-12	2	SEC-M2	20	166	60	0	14.00000000	100.000000	
5	3	코데즈컴바인	047770	2026-08-21	2	SEC-M2	14	30	60	4	3.00000000	93.220339	
5	4	한켐	457370	2026-08-20	2	SEC-M2	20	166	60	30	1.00000000	49.152542	
5	5	삼양바이오팜	0120G0	2026-08-21	2	SEC-M2							③
5	6	광전자	017900	2026-08-05	2	SEC-M2	26	288	61	0	37.00000000	100.000000	
5	7	레메디		2026-08-18	2	SEC-M2							①
2	1	씨피시스템	413630	2026-07-30	2	SEC-M3	22	52	61	36	0.51923077	40.000000	
2	2	케이엔알시스템	199430	2026-07-28	2	SEC-M3	27	102	61	24	0.06862745	60.000000	
3	4	마키나락스	477850	2026-08-05	2	SEC-M3	58	186	61	41	0.63978495	31.666667	
3	5	매드업	0039P0	2026-08-06	2	SEC-M3							③
3	6	빛과전자	069540	2026-08-05	2	SEC-M3	26	288	61	9	0.85763889	85.000000	
4	1	이노테크	469610	2026-08-13	2	SEC-M3	29	211	60	9	0.48341232	84.745763	
4	2	한켐	457370	2026-08-12	2	SEC-M3	20	166	60	23	0.45783133	61.016949	
4	3	금호건설	002990	2026-08-12	2	SEC-M3	41	38	60	10	0.63157895	83.050847	
4	4	지투파워	388050	2026-08-13	2	SEC-M3	28	85	60	4	0.51764706	93.220339	
4	5	PS일렉트로닉스	332570	2026-08-13	2	SEC-M3	26	288	60	12	0.46527778	79.661017	
4	6	코데즈컴바인	047770	2026-08-19	2	SEC-M3	14	30	60	10	0.33333333	83.050847	
5	1	혜인	003010	2026-08-11	2	SEC-M3	46	114	60	32	0.64912281	45.762712	
5	2	한국화장품제조	003350	2026-08-12	2	SEC-M3	20	166	60	23	0.45783133	61.016949	
5	3	코데즈컴바인	047770	2026-08-21	2	SEC-M3	14	30	60	14	0.33333333	76.271186	
5	4	한켐	457370	2026-08-20	2	SEC-M3	20	166	60	23	0.56024096	61.016949	
5	5	삼양바이오팜	0120G0	2026-08-21	2	SEC-M3							③
5	6	광전자	017900	2026-08-05	2	SEC-M3	26	288	61	9	0.85763889	85.000000	
5	7	레메디		2026-08-18	2	SEC-M3							①
2	1	씨피시스템	413630	2026-07-30	3	SEC-M1	222	44	159	54	0.00773962	65.822785	
2	2	케이엔알시스템	199430	2026-07-28	3	SEC-M1	272	30	159	127	-0.06130353	19.620253	
3	4	마키나락스	477850	2026-08-05	3	SEC-M1	582	176	159	94	0.00787030	40.506329	
3	5	매드업	0039P0	2026-08-06	3	SEC-M1							③
3	6	빛과전자	069540	2026-08-05	3	SEC-M1	264	59	159	7	0.04000000	95.569620	
4	1	이노테크	469610	2026-08-13	3	SEC-M1	292	160	158	30	0.00062500	80.891720	
4	2	한켐	457370	2026-08-12	3	SEC-M1	201	49	158	104	-0.00420757	33.757962	
4	3	금호건설	002990	2026-08-12	3	SEC-M1	411	23	158	63	0.00079936	59.872611	
4	4	지투파워	388050	2026-08-13	3	SEC-M1	281	35	158	21	0.00383632	86.624204	
4	5	PS일렉트로닉스	332570	2026-08-13	3	SEC-M1	262	129	158	48	0.00000000	69.426752	
4	6	코데즈컴바인	047770	2026-08-19	3	SEC-M1	141	27	158	59	-0.00873362	62.420382	
5	1	혜인	003010	2026-08-11	3	SEC-M1	465	24	158	19	0.01575758	87.898089	
5	2	한국화장품제조	003350	2026-08-12	3	SEC-M1	204	91	158	11	0.01230101	92.993631	
5	3	코데즈컴바인	047770	2026-08-21	3	SEC-M1	141	27	158	27	-0.00065104	82.802548	
5	4	한켐	457370	2026-08-20	3	SEC-M1	201	49	158	109	0.00000000	30.573248	
5	5	삼양바이오팜	0120G0	2026-08-21	3	SEC-M1							③
5	6	광전자	017900	2026-08-05	3	SEC-M1	261	70	159	1	0.05509470	99.367089	
5	7	레메디		2026-08-18	3	SEC-M1							①
2	1	씨피시스템	413630	2026-07-30	3	SEC-M2	222	44	159	31	1.00000000	80.379747	
2	2	케이엔알시스템	199430	2026-07-28	3	SEC-M2	272	30	159	158	0.00000000	0.000000	
3	4	마키나락스	477850	2026-08-05	3	SEC-M2	582	176	159	5	6.00000000	96.835443	
3	5	매드업	0039P0	2026-08-06	3	SEC-M2							③
3	6	빛과전자	069540	2026-08-05	3	SEC-M2	264	59	159	2	9.00000000	98.734177	
4	1	이노테크	469610	2026-08-13	3	SEC-M2	292	160	158	12	2.00000000	92.356688	
4	2	한켐	457370	2026-08-12	3	SEC-M2	201	49	158	157	0.00000000	0.000000	
4	3	금호건설	002990	2026-08-12	3	SEC-M2	411	23	158	38	1.00000000	75.796178	
4	4	지투파워	388050	2026-08-13	3	SEC-M2	281	35	158	1	7.00000000	99.363057	
4	5	PS일렉트로닉스	332570	2026-08-13	3	SEC-M2	262	129	158	1	7.00000000	99.363057	
4	6	코데즈컴바인	047770	2026-08-19	3	SEC-M2	141	27	158	3	3.00000000	98.089172	
5	1	혜인	003010	2026-08-11	3	SEC-M2	465	24	158	45	1.00000000	71.337580	
5	2	한국화장품제조	003350	2026-08-12	3	SEC-M2	204	91	158	0	13.00000000	100.000000	
5	3	코데즈컴바인	047770	2026-08-21	3	SEC-M2	141	27	158	3	3.00000000	98.089172	
5	4	한켐	457370	2026-08-20	3	SEC-M2	201	49	158	157	0.00000000	0.000000	
5	5	삼양바이오팜	0120G0	2026-08-21	3	SEC-M2							③
5	6	광전자	017900	2026-08-05	3	SEC-M2	261	70	159	2	10.00000000	98.734177	
5	7	레메디		2026-08-18	3	SEC-M2							①
2	1	씨피시스템	413630	2026-07-30	3	SEC-M3	222	44	159	78	0.56818182	50.632911	
2	2	케이엔알시스템	199430	2026-07-28	3	SEC-M3	272	30	159	158	0.00000000	0.000000	
3	4	마키나락스	477850	2026-08-05	3	SEC-M3	582	176	159	108	0.64204545	31.645570	
3	5	매드업	0039P0	2026-08-06	3	SEC-M3							③
3	6	빛과전자	069540	2026-08-05	3	SEC-M3	264	59	159	52	0.86440678	67.088608	
4	1	이노테크	469610	2026-08-13	3	SEC-M3	292	160	158	39	0.50000000	75.159236	
4	2	한켐	457370	2026-08-12	3	SEC-M3	201	49	158	98	0.30612245	37.579618	
4	3	금호건설	002990	2026-08-12	3	SEC-M3	411	23	158	54	0.52173913	65.605096	
4	4	지투파워	388050	2026-08-13	3	SEC-M3	281	35	158	22	0.54285714	85.987261	
4	5	PS일렉트로닉스	332570	2026-08-13	3	SEC-M3	262	129	158	39	0.49612403	75.159236	
4	6	코데즈컴바인	047770	2026-08-19	3	SEC-M3	141	27	158	37	0.33333333	76.433121	
5	1	혜인	003010	2026-08-11	3	SEC-M3	465	24	158	52	0.75000000	66.878981	
5	2	한국화장품제조	003350	2026-08-12	3	SEC-M3	204	91	158	46	0.56043956	70.700637	
5	3	코데즈컴바인	047770	2026-08-21	3	SEC-M3	141	27	158	28	0.37037037	82.165605	
5	4	한켐	457370	2026-08-20	3	SEC-M3	201	49	158	96	0.48979592	38.853503	
5	5	삼양바이오팜	0120G0	2026-08-21	3	SEC-M3							③
5	6	광전자	017900	2026-08-05	3	SEC-M3	261	70	159	42	0.92857143	73.417722	
5	7	레메디		2026-08-18	3	SEC-M3							①
2	1	씨피시스템	413630	2026-07-30	5	SEC-M1							⑤
2	2	케이엔알시스템	199430	2026-07-28	5	SEC-M1							⑤
3	4	마키나락스	477850	2026-08-05	5	SEC-M1							⑤
3	5	매드업	0039P0	2026-08-06	5	SEC-M1							③
3	6	빛과전자	069540	2026-08-05	5	SEC-M1							⑤
4	1	이노테크	469610	2026-08-13	5	SEC-M1	29299	12	324	86	0.00391307	73.374613	
4	2	한켐	457370	2026-08-12	5	SEC-M1	20119	8	324	195	-0.00210379	39.628483	
4	3	금호건설	002990	2026-08-12	5	SEC-M1	41112	8	324	111	0.00352443	65.634675	
4	4	지투파워	388050	2026-08-13	5	SEC-M1	28123	8	324	55	0.00973906	82.972136	
4	5	PS일렉트로닉스	332570	2026-08-13	5	SEC-M1	26299	8	324	69	0.00669478	78.637771	
4	6	코데즈컴바인	047770	2026-08-19	5	SEC-M1							⑤
5	1	혜인	003010	2026-08-11	5	SEC-M1							⑤
5	2	한국화장품제조	003350	2026-08-12	5	SEC-M1	20423	22	324	3	0.05533966	99.071207	
5	3	코데즈컴바인	047770	2026-08-21	5	SEC-M1							⑤
5	4	한켐	457370	2026-08-20	5	SEC-M1	20119	8	324	238	-0.00378788	26.315789	
5	5	삼양바이오팜	0120G0	2026-08-21	5	SEC-M1							③
5	6	광전자	017900	2026-08-05	5	SEC-M1							⑤
5	7	레메디		2026-08-18	5	SEC-M1							①
2	1	씨피시스템	413630	2026-07-30	5	SEC-M2							⑤
2	2	케이엔알시스템	199430	2026-07-28	5	SEC-M2							⑤
3	4	마키나락스	477850	2026-08-05	5	SEC-M2							⑤
3	5	매드업	0039P0	2026-08-06	5	SEC-M2							③
3	6	빛과전자	069540	2026-08-05	5	SEC-M2							⑤
4	1	이노테크	469610	2026-08-13	5	SEC-M2	29299	12	324	323	0.00000000	0.000000	
4	2	한켐	457370	2026-08-12	5	SEC-M2	20119	8	324	323	0.00000000	0.000000	
4	3	금호건설	002990	2026-08-12	5	SEC-M2	41112	8	324	323	0.00000000	0.000000	
4	4	지투파워	388050	2026-08-13	5	SEC-M2	28123	8	324	20	1.00000000	93.808050	
4	5	PS일렉트로닉스	332570	2026-08-13	5	SEC-M2	26299	8	324	323	0.00000000	0.000000	
4	6	코데즈컴바인	047770	2026-08-19	5	SEC-M2							⑤
5	1	혜인	003010	2026-08-11	5	SEC-M2							⑤
5	2	한국화장품제조	003350	2026-08-12	5	SEC-M2	20423	22	324	0	8.00000000	100.000000	
5	3	코데즈컴바인	047770	2026-08-21	5	SEC-M2							⑤
5	4	한켐	457370	2026-08-20	5	SEC-M2	20119	8	324	323	0.00000000	0.000000	
5	5	삼양바이오팜	0120G0	2026-08-21	5	SEC-M2							③
5	6	광전자	017900	2026-08-05	5	SEC-M2							⑤
5	7	레메디		2026-08-18	5	SEC-M2							①
2	1	씨피시스템	413630	2026-07-30	5	SEC-M3							⑤
2	2	케이엔알시스템	199430	2026-07-28	5	SEC-M3							⑤
3	4	마키나락스	477850	2026-08-05	5	SEC-M3							⑤
3	5	매드업	0039P0	2026-08-06	5	SEC-M3							③
3	6	빛과전자	069540	2026-08-05	5	SEC-M3							⑤
4	1	이노테크	469610	2026-08-13	5	SEC-M3	29299	12	324	79	0.66666667	75.541796	
4	2	한켐	457370	2026-08-12	5	SEC-M3	20119	8	324	194	0.25000000	39.938080	
4	3	금호건설	002990	2026-08-12	5	SEC-M3	41112	8	324	109	0.62500000	66.253870	
4	4	지투파워	388050	2026-08-13	5	SEC-M3	28123	8	324	80	0.62500000	75.232198	
4	5	PS일렉트로닉스	332570	2026-08-13	5	SEC-M3	26299	8	324	80	0.62500000	75.232198	
4	6	코데즈컴바인	047770	2026-08-19	5	SEC-M3							⑤
5	1	혜인	003010	2026-08-11	5	SEC-M3							⑤
5	2	한국화장품제조	003350	2026-08-12	5	SEC-M3	20423	22	324	91	0.77272727	71.826625	
5	3	코데즈컴바인	047770	2026-08-21	5	SEC-M3							⑤
5	4	한켐	457370	2026-08-20	5	SEC-M3	20119	8	324	208	0.37500000	35.603715	
5	5	삼양바이오팜	0120G0	2026-08-21	5	SEC-M3							③
5	6	광전자	017900	2026-08-05	5	SEC-M3							⑤
5	7	레메디		2026-08-18	5	SEC-M3							①
